title,image_url,difficulty,timecost,ingredient,cookstep
달콤한 오레오 머핀 만들기,https://recipe1.ezmember.co.kr/cache/recipe/2016/11/18/314aa695e60febdaa7958d4272067e921.jpg,아무나,60분 이내,무염버터>설탕>계란(M)>박력분>베이킹파우더>우유>바닐라익스트랙>오레오>,"볼에 말랑한 버터와 설탕을 넣고 크림을 만들어주세요.>푼 계란을 조금씩 넣어가며 골고루 섞어주세요.>가루류 반과 우유 반을 넣고 섞어주세요.>남은 가루류와 우유, 바닐라익스트랙을 넣고 가루가 보이지 않을 정도만 섞어주세요.>오레오(6개) 안에 크림을 제거해주세요.>지퍼백에 담아 밀대로 곱게 큰 덩어리가 없을 정도만 부셔주세요.>부순 오레오를 모두 넣고 골고루 섞어주세요.>완성된 반죽은 짤주머니에 담아주세요.짤주머니가 없다면 지퍼백 또는 밥숟가락을 사용해주세요.>머핀 컵에 짜주세요.(6개 분량입니다.)>오레오를 반으로 잘라 꽂아주세요.>170℃에서 20분간 구워주세요.>"
"쥐포볶음 만드는법 간단한 밑반찬, 술안주",https://recipe1.ezmember.co.kr/cache/recipe/2022/03/11/df92662835401bc81f035d0f08f6ba191.jpg,초급,15분 이내,쥐포>간장>올리고당>맛술>다진마늘>마요네즈>후춧가루>통깨>물>,"재료를 준비해주세요.>쥐포를 먹기 좋은 크기로 잘라 주세요.
쥐포가 얇고 작아(손바닥 절반 보다 약간 큰?) 20장 잘라줬어요.>쥐포 200g정도의 양인데 처음 자를때는 양이 좀 많은가 했는데, 조리 다 해보니 500ml 반찬통 하나 나왔어요.>궁중팬에 기름을 둘러주세요>잘라놓은 쥐포를 넣고 중약불에 살살 볶아줬어요>노릇노릇 잘 구워졌네요. 
그릇에 옮겨 식혀주세요.>물은 5수저 넣어주세요.물을 넣어주는건 쥐포를 부드럽게 해주기 위해서예요. 너무 많이 넣으면 쥐포가 불어서 으깨져요!>간장 3수저 넣어주세요
>올리고당 2수저, 맛술 2수저를 넣어주세요>다진 마늘 반수저, 후추 약간을 넣어주세요.>양념을 모두 넣고 끓여주시면 됩니다.>간장 양념이 끓어 오르면 구워 놓았던 쥐포를 넣어 골고루 섞어주며 볶아주세요.>쥐포에 양념이 잘 베어 들어갔네요.>부드러운 쥐포 식감을 위해 마요네즈 반수저를 넣고 섞어주세요.>완성 되었어요! 준비하고 맛보기만 하면 되겠어요~>"
아몬드초코쿠키/아망디오쇼콜라 만들기 ♬,https://recipe1.ezmember.co.kr/cache/recipe/2015/10/28/4ea782265abb3b70a4e8c96e7c6d55531.jpg,중급,120분 이내,밀가루>버터>설탕>우유>코코아가루>베이킹파우더>아몬드>소금>,"코코아가루,박력분,베이킹파우더를 체쳐주세요>버터를 실온에녹인후에 크림화를 시켜주세요>크림화된버터에 설탕을넣고서 휘핑해주세요>설탕과 버터가 잘섞였으면 우유를 넣고서 잘 풀어주세요>아까체쳐둔 가루들을 한번더 체쳐서 넣어주세요>주걱으로 잘 섞어주세요>아몬드슬라이스를넣고서 한번더 섞어주세요>반죽이 끝나면 종이호일또는유산지에 다가 네모낳게만든반죽을 싸준다음에 냉동실에 1시간정도 넣어주세요(냉동실작업 끝나기 10~15분전 오븐180도예열)오븐>1시간후에 반죽을 꺼내서 0.5cm두게로 썰어주세요>다썰어준다음에 오븐에넣고 180도에서 15분구워주세요>다구운 쿠키는 식힘망에서 완전히 식혀주세요>"
추석 베이킹ㅣ호두 만주 만들기,https://recipe1.ezmember.co.kr/cache/recipe/2018/07/17/c0fc8e8a7d5954193f9f3f70be8e27f71.jpg,초급,60분 이내,박력분>버터>베이킹파우더>소금>물엿>설탕>계란>팥앙금>호두>계란>물>,"냄비에 계란을 거품이 나지 않도록 풀어준 다음 버터, 설탕, 소금, 물엿을 넣어주셍>약불에 올려 설탕과 버터가 녹을 정도로 가볍게 저어주세요>냄비를 불에서 내려 체친 박력분과 베이킹파우더를 넣고 주걱으로 #자르듯이 섞어주세요>반죽을 비닐에 넣고 냉장고에서 30분간 휴지시켜주세요>팥앙금을 20g씩 분할해주세요>휴지한 반죽에 덧가루를 살짝 뿌리고 15g 분할해주세요>반죽을 납작하게 눌러준 뒤에 팥앙금을 올려주세요>손으로 살살 모아주며 둥글게 만들어주세요>쿠키팬에 만주를 올려 손으로 살짝 누르고 윗면에 호두를 올려 눌러주세요>계란노란자에 물한스푼을 섞은 계란물을 윗면에 발라주세요
180도로 예열한 오븐에서 15분간 구워주세요오븐>"
수미네 반찬 소고기 뭇국 끓이기. 경상도식이 더 맛있네~ 간단한 국 요리,https://recipe1.ezmember.co.kr/cache/recipe/2020/06/18/cd775afc691be780d0aacd631c6ec9a51.jpg,아무나,60분 이내,소고기>무>대파>다진마늘>고춧가루>국간장>물>다진마늘>후춧가루>국간장>,"소고기 국거리용 부위는 찬물에 20-30분 정도 담궈 핏물을 빼 주세요.>소고기의 핏물이 빠지면 결대로 도톰하게 먹기 좋게 썰어 주세요. 대부분 국거리용 부위는 기름이 없지만 기름이 있다면 제거 해 주세요.>대파 한대는 어슷 썰어 주세요.>무 반개는 나박나박 썰어 주세요.>마른 냄비에 다진마늘 1T와 고춧가루 3t를 넣고 살짝 볶아 주세요.>여기에 국간장 2T를 넣고 좀 더 볶아 주세요.
이렇게만 볶아도 맛있는 냄새가 올라 오더라고요. ^^>물 1리터를 넣고 뚜껑을 덮어 끓여 주세요.>육수가 끓으면 잘라놓은 소고기를 넣고 야들야들해질 때까지 5분 정도 끓여 주세요.>여기에 썰어 놓은 무를 넣고 다진마늘 반큰술, 후춧가루 3번 탈탈탈 넣고 15분 정도 끓여 주세요.>어슷 썬 파를 넣고 중불로 10분 정도만 더 끓여 주세요.>그럼 맛있는 소고기 뭇국 완성 입니다.
간은 입맛에 따라 간장을 추가해 맞춰주시면 될 것 같아요.>"
두유 리조또,https://recipe1.ezmember.co.kr/cache/recipe/2016/11/09/73708f11fe7474c83a60fc544d105cad1.jpg,초급,30분 이내,두유>현미밥>버섯>양파(작은것)>슬라이스치즈>닭가슴살>기름>후추>소금>,기름을 살짝두르고 양파가 갈색빛이 돌때까지 볶아주기>양파가 익으면 버섯과 물을1/3컵 정도 넣고 볶아주기>닭가슴살과 두유1/2컵만 넣고 끓이기>밥과 나머지 두유1/2컵을 넣고 살짝 졸이기>졸으면 치즈1장을 넣고 녹을때 까지 저어주기>
브로콜리두부무침 간단하고 든든한 반찬~#,https://recipe1.ezmember.co.kr/cache/recipe/2016/08/04/284d444201d7df3fd31aefac1e9f32181.jpg,초급,15분 이내,브로콜리>두부>굵은소금>소금>참기름>통깨>설탕>,"브로콜리를 썰어서 끓는물에 굵은소금을 넣고 약 15초 정도 데쳐 줍니다.
바로 건져서 찬물에 담가 열기를 빼어 건져 물기를 빼 줍니다.>두부는 끓는 물에 약 3분정도 데친 후 면보에 싸서 물기를 꼭 짜 주거나
으깨줍니다.>볼에 두부와 브로콜리를 넣고 소금 1/4큰술, 참기름 1큰술, 설탕 1/3큰술, 통깨 1/2큰술을 넣고 버물버물 골고루 무쳐 줍니다. 소금과 간장을 적당히 섞어서 무쳐 주셔도 되요.>저는 요래 무쳐서 냉장고에 넣었다가 차갑게 해서 먹으니 더 맛있더라구요.
기호에 따라 드시면 되는데 더운날이라 그런가 시원한 맛이 더 좋으네요.
브로콜리와 두부는 1 : 1이 되어도 좋고, 두부 양이 좀더 많아도 담백하니 좋더라구요.>"
달콤한 초코칩 스콘 만들기,https://recipe1.ezmember.co.kr/cache/recipe/2017/04/16/30c04bdc6ef29378032d61cf05cea3161.jpg,초급,90분 이내,박력분>베이킹파우더>설탕>소금>차가운>계란>우유>초코칩>계란물>,"박력분과 베이킹파우더를 체에 내려주세요. 그런 다음 설탕과 소금을 넣어주세요.>재료가 골고루 섞이도록 거품기로 섞어주세요.>1cm 크기로 썬 차가운 버터를 넣고만들기 전에 1cm 크기로 썰어 사용하기 전까지 냉장고에 넣어두세요.>버터가 작은 콩만한 크기가 될 때까지 다지듯이 섞어주세요.버터가 녹지 않도록 빨리 작업해주세요!>가운데를 움푹 파주세요. 그런 다음 계란과 우유를 섞어서 들어간 부분에 부어주세요.계란과 우유를 따로 넣는 것보다 같이 섞은 후 넣어주세요.>주걱으로 가르듯이 섞어주세요. 가루가 조금만 보일 때까지 섞어주세요.>초코칩을 넣고 주걱으로 대충 섞어주세요.>그런 다음 손으로 가볍게 뭉쳐주세요.스콘은 밀가루가 조금 보여도 괜찮으니깐 너무 오래 반죽하지마세요!>랩 위에 반죽을 올리고, 2~3cm 두께로 밀어주세요.>반죽이 마르지 않도록 랩으로 꼼꼼하게 감싸서 냉장고에 30분 정도 넣어두세요.날씨가 더우면 1시간 정도 넣어두세요.>휴지가 끝나면, 6등분으로 잘라주세요.>윗면에 계란물을 고르게 발라주세요.>180℃에서 20분간 노릇하게 구워주세요.>"
바사사삭 ★ 뭉쳐서 구워봣 ★ 바삭바삭 주먹밥 ★,https://recipe1.ezmember.co.kr/cache/recipe/2019/05/13/dd56fae6c06c44735892ad9f5dcd4d001.jpg,초급,15분 이내,밥>참치>통깨>소금>후추>간장>물>설탕>올리고당>,"밥에 참치,통깨, 소금, 후추를 넣고 섞는다.참치는 기름기를 빼주세요.>밥을 삼각형 모양으로 만든다.>팬에 양념재료를 넣고 살짝 끓인다.>모양잡은 밥을 넣고 앞뒤로 바삭하게 구워 완성한다.>"
<쉬운반찬>아삭한 배추나물무침!,https://recipe1.ezmember.co.kr/cache/recipe/2019/11/09/3b42fa3e6f502b99f2e9584fdefe9e511.jpg,아무나,10분 이내,배추잎>대파>소금>다진마늘>통깨>참기름>,"배추잎/알배추를 준비해주세요
*저는 작은배추 한통을사서 겉잎은 된장국으로 중간잎은 나물무침/배추전으로 안쪽으로 작은잎은 쌈으로 먹어요>펄펄 끓는물에 배추잎을 넣고 1분간만 데쳐내주신후 찬물에 씻어서 먹기좋은 크기로 썰어주세요>데쳐내서 자른 배추잎은 최대한 물기를 꼭 짜주시고 대파반개를 곱게 다져서 넣어주세요>다진마늘/갈아놓은통깨/소금/참기름을 넣어주시고 잘 무져주세요>단맛이 강할때의 배추나물무침 완성이네요
쉬운반찬/아삭한나물반찬으로 유아/아이들반찬으로 저염식으로 다이어트반찬으로도 좋아요>"
일본 이자카야 맛!!가리바타 무♡ガリバタ大根,https://recipe1.ezmember.co.kr/cache/recipe/2018/11/20/287d5ffd28f84f7ddb8c5b5c45b03d3d1.jpg,아무나,30분 이내,무>마늘>간장>버터>대파>고춧가루>소금>,"무를 먹기 쉬운 크기에 자르고 끓입니다.>비등하면 그대로 5분 ~>일단 소쿠리로 물기를 뺍니다.>팬에 버터를 데우고 마늘을 볶습니다.>무를 넣고 볶습니다~>불이 통하면 간장,소금,고춧가루를 뿌립니다.>잘 볶은후에 대파를 놓고 완성~>"
백종원의 참치감자조림 따라하기,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/17/f0776c69ec103e5970821e97082362c11.jpg,초급,15분 이내,감자>양파>참치캔>대파>청양고추>고추장>고춧가루>설탕>간장>다진마늘>,"참치캔 하나 준비해주시고
감자 2개 씻어서 껍질을 벗겨줍니당
양파도 준비해주시고
대파도 준비합니다
저거 저래뵈도 대파입니다...ㅋㅋㅋ>감자를 채썹니당
술먹다가해서 굵기가 들쭉날쭉~
근데 뭐 술안먹고 썰어도 비슷합니당~ㅋㅋ
냄비에 감자를 깔아주세요>그리고 위에 양파를 올립니당
역시나 채썰어서~
양파는 너무얇게 썰지않아도되용~
물러지니까~>청양고추도 한개 썰어주세요
매콤하면 맛있잖아유~
청양고추는 기호에따라~
넣어도되공 안넣어도그만~>그리고 참치캔의 기름 을 따라버리고
근데 쪼하는 많이 버리지않았어요
참치기름맛이 조금 나야 맛있을것같아서~
한캔을 그위로 다 부어주세요>그리고 다진마늘을 올려요
우리나라음식에서 마늘빠지면 
맛이안나죵~>그리고 양념장을 만들껀데
양념장은 참치캔에 만들거에요~
양념 : 고추장크게한술, 고춧가루1.5, 설탕1.5, 간장2, 다진마늘1
모두 섞어주세요~>양념장도 올려주세요
이것만봐도 아주 간단하죠??
정말 뚝딱만들수있는요리에요>물양조절도 참치캔으로!!
백선생이 알려준대로~
물을 2캔~3캔 넣어주세여~>이렇게 몽땅넣고 
끓이기만 하면 끝!!
참 쉽죠잉!!
누구나 손쉽게 아주 간단한 재료로 만들수있는
백종원의 참치감자조림>물이많아보이지만
감자가 은근 오래익혀야해요
근데 국물도 맛있다!!ㅋㅋㅋ>파가 조금밖에 없는관계로...
어쨌든 파를 넣어요
파는 듬뿍 넣으면 더 맛있을것같아요~>졸아들기시작하면서 
감자가 보이기시작하죵?
쪼하는 물을 3캔 넣었어요
떠먹으려고~>조림이 국물이 없을거라는 편견을 버려라!!
국물이 자작자작있으면
술안주로 정말좋다!!
밥반찬으로 비벼먹기도 완전 좋아요>감자요리 참치감자조림
둘이사는 신혼부부집은 감자한봉지사서 된장찌개에
한개 쓰고나면 할줄아는게 없어서
싹나서 버리기 일쑤였는데
초간단요리 참치감자조림으로 다 해치웠어요!!>백종원의 참치감자조림
이거하나있으면 찌개도 필요없어요!!
덮밥처럼 먹을수도있는 참치감자조림
초보레시피로 강추합니당~>"
초간단 밑반찬 봄동나물,https://recipe1.ezmember.co.kr/cache/recipe/2020/02/19/72f3771f5c773e67bdb67d76e85085351.jpg,초급,10분 이내,봄동>간장>다진마늘>소금>참기름>깨소금>통깨>,"봄동은 하나씩 떼어 흐르는 물에 깨끗하게 씻어주세요.>소금 조금 넣고 끓인 물에 봄동 줄기부분부터 넣고 약 2분간 데쳐주세요.
줄기가 부드러워질때까지 데치시면 됩니다.>찬물에 헹군 후 물기를 꽉 짜주세요.>그리고 먹기 적당한 크기로 쫑쫑 썰어주세요.>다진마늘 1스푼, 간장 2스푼, 소금 조금을 넣고 무쳐주세요.>깨소금 1스푼, 참기름 1스푼을 넣고 다시 무쳐주세요.>통깨까지 솔솔 뿌려주면 최종 완성이되요.>"
#아이밥#달걀우유카레,https://recipe1.ezmember.co.kr/cache/recipe/2020/01/28/e4ca51aa9597244825fa5d5555a447621.jpg,초급,30분 이내,밥>카레가루>우유>달걀>감자>양파>당근>스팸>,카레에 들어갈 야채를 손질해주세요.>기름을 두르고 감자와 당근을 볶아주세요.>노릇노릇해졌으면 양파랑 스팸을 넣고 볶아주세요.>우유 200~250ml을 넣고 보글보글 끓여주세요.>카레가루 2큰술을 넣어주세요.진한맛을 원하면 2.5큰술!>걸쭉해졌으면 계란 1개를 깨서 믹스해주면 완성입니다.>
 돼지등뼈국을 맛있게 끓여보세요,https://recipe1.ezmember.co.kr/cache/recipe/2020/11/06/e415791bf99c7bbaa830858389ce98e71.jpg,아무나,120분 이내,돼지등뼈>소주>생강>대파>양파>새우젓>마늘>소금>,"등뼈를 준비해볼까요?>1차로 물로 씻어서 찬물에 핏물을 빼주세요 10분정도 빼준물을 버려주세요>2차로 다시 찬물에 핏물을 빼고 소주를 넣고 핏물을 빼주세요 
30분정도 빼주시고 
물을 버려주세요>첫번째 핏물 제거한 등뼈를 냄비에 담고 물을 가득 가득 넣어서 말른 생강을 넣어서 30분정도 끓여주세요 그리고 이물을 버려주세요>국물을 버리고 남은 잡뼈에 물을 가득 넣어주시고
대파랑양파를 준비해보세요>물을 가득 넣은 국물에 양파와 대파를 넣고 끓여주세요>푹~ 1시간 정도 끓여주세요
충분히 끓이 셨으면 양파랑 대파를 빼주세요>푹 끓였다 싶으면 뼈를 건져서 스텐볼에 건져주세요>고기를 발라주세요>남은 국물에 고기에 넣어주세요>대파를 송송 썰어주세요 
국물에 넣어주세요>국물에 새우젓에 한조금 넣어주세요>마늘1스푼 넣어주세요 
싱거우면 소금으로 간을 해주세요>완성~!!!!>"
아이국 :: 나주식 곰탕 맛이 나는 소고기당면국,https://recipe1.ezmember.co.kr/cache/recipe/2020/06/29/9349b1e553d16b6045106c2ece2c37a01.jpg,아무나,60분 이내,한우양지>당면>계란>고명용>물>월계수잎>통후추>대파>국간장>다진마늘>소금>후추>,"먼저 당면을 불려둡니다
불린 당면은 물에 잠기게 담아 냉장실에 넣어두고 필요할 때마다 꺼내 쓰시면 돼요~>소고기는 찬물에 30분간 담가 핏물을 뺀 후 건져두고한우 통양지를 구매하세요>냄비에 육수재료와 고기를 넣고 센 불을 켜주세요월계수잎이 없다면 생강을 손톱만큼 넣어주세요>끓어오르면 거품을 걷어내고 뚜껑을 덮은 후 중불로 40분간 삶아주고>40분 후, 고기를 제외한 나머지 재료들은 건져내고>고기를 한 김 식혀 찢거나 썰어주세요>찢은 고기를 육수에 넣고 중불을 켠 후
보글보글 끓으면 다진마늘 1, 국간장 2를 넣어요>모자라는 간은 소금으로 맞추고 후추를 뿌려주고>계란 2알 + 소금 2꼬집 잘 풀어주고>끓는 국물에 계란물을 휘휘 둘러 넣고 절대 젓지 마세요저으면 국물이 탁해져요>계란이 몽글몽글 두둥실 떠오르면 국자로 뚝뚝 자르듯 끊어주고>불린 당면을 먹을 만큼만 넣어 한소끔 끓여주세요당면은 그때그때 먹을 만큼만 체에 밭쳐 끓는 국 위에 살포시 얹어 익히면 그릇에 수월하게 담을 수 있어요~>그릇에 담아내고 파 송송, 후추 솔솔 뿌려주면 완성 ♡>곰탕이나 갈비탕과 달리 기름지지 않고
깔끔해서 더 좋아요~ 고기 삶는 시간이 오래 걸리지 정작 만드는 사람은 할 일이 별로 없지요 ^^>아이들 영양식으로도 너무 좋지만
어른도 대파 팍팍 넣고 신 김치 팍팍 섞어
후루룩 떠먹으면 세상 든든하답니다~>"
닭봉카레구이♡닭고기 초간단요리,https://recipe1.ezmember.co.kr/cache/recipe/2018/09/14/69cefccf4be5405c1d12dbcbc8af5f131.jpg,아무나,60분 이내,닭봉>우유>카레가루>,"닭봉을 깨끗이 씻어요.
(사진은 1kg이예요^^)>우유에 20분이상 담궈주세요.
잡내를 잡아주고 육질이 부드러워져요.>체에 받쳤다 키친타올로 눌러 물기를 잘 제거해주세요.>비닐봉지에 닭봉을 담고 카레가루를 넣어요.
봉지를 오므려 잘 흔들어주세요.>팬에 종이호일 깔고 닭봉을 올리세요. 뚜껑덮고 약불에서 20분 가열합니다.(요만큼이 500g이예요)>뒤집어서 뚜껑 덮고 10분 더 가열해주세요.
☆만약 물기가 있다면 뚜껑 열고 5분 더 가열해서 수분을 날려주세요.>그릇에 담아 파슬리가루 조금 뿌렸어요. 완성입니다^^>"
"브로콜리 맛살 두부 무침, 브로콜리 무침, 밑반찬",https://recipe1.ezmember.co.kr/cache/recipe/2019/03/07/2de2085ac9d6eef256a13e305dea3d621.jpg,아무나,15분 이내,브로콜리>두부>맛살>맛소금>참기름>깨소금>설탕>통깨>,"단촐한 재료~ 하지만 영양가는 매우 높은 재료이고 맛살이 들어가 아이들도 아주 잘 먹을거에요.>브로콜리는 작은 크기로 잘라 주세요. 초장에 찍어먹는 크기보다 작게 자르면 됩니다.
>끓는물에 브로콜리를 넣고 소금 2꼬집 넣고 약 1분내외로 삶아낸 후 찬물에 헹구어 냅니다. 물기는 쪼옥~ 빼 주세요.
>두부는 1/3모 이하로 넣어요. 많이 넣으면 주객이 전도됩니다. 두부는 꼬옥 짜서 물기 뺀 후 으깨고, 맛살은 두께감있게 채 썹니다.>맛소금 1/3큰술, 참기름 2큰술,
>깨소금 1큰술, 설탕 1작은 술을 넣고요,
>잘 버무려 주면 생각보다 더 맛있는 맛에 놀라는!! 브로콜리 무침 완성입니다.>어른도 아이들도 모두 잘~ 먹는 맛있는 브로콜리 맛살 두부무침! 맛있게 드세요~>두부빼고 힘있는 맛살만 쓰면 이러한 비쥬얼 :)>"
청양고추X단무지 콜라보_매콤고추주먹밥 레시피,https://recipe1.ezmember.co.kr/cache/recipe/2020/10/10/edd3cb0c4326106d8f86de7df0b5a7651.png,아무나,10분 이내,청양고추>단무지>김>참기름>통깨>,"청양고추는 꼭지를 떼어내고 반으로 갈라 고추씨를 제거 한 뒤 잘게 다져 준비해주세요.>단무지는 물기를 꾹 짜고 잘게 다져주세요.>김을 봉지에 담아 입구를 막고 비벼서 김가루를 만들어 줍니다.>큰 볼에 따뜻한 밥 1공기를 준비해주세요.>잘게 다진 청양고추와 단무지를 넣고 만들어 놓은 김가루를 넣은 뒤 참기름을 두르고 통깨를 뿌려 주세요.>조물조물 골고루 섞으면 주먹밥 모양으로 만들면 완성입니다.
(청양고추는 맵기와 기호에 따라 가감해주셔요. 전 1개 더 추가해서 총 2개 사용했습니다.)싱거울 경우 소금으로 간을 맞춰줍니다.>"
"일본 가정식, 돼지고기 생강구이!生姜焼き!",https://recipe1.ezmember.co.kr/cache/recipe/2018/11/27/cbceb7599136357eee26bcc1a32738221.jpg,아무나,10분 이내,삼겹살>생강>간장>설탕>미림>청주>,"강판에 생강을 갈아 둡니다.고기를 굽는 와중에 고기 위에서 갈아도 무방하지만, 완벽한 타이밍에 고기를 뒤집을 수 있도록 미리 갈아주세요.>주재료들 입니다. 일본에서는 구이를 할 때엔, 밀가루를 많이 사용해요. 한국에서는 좀 처럼 사용하지 않는 방법인데, 고등어를 구울 때 에도 밀가루 옷을 얇게 입혀서 지지거나, 닭구이, 돼지구이에도 밀가루 옷을 얇게 입혀요.
생고기에 적당히 소금 간을 먼저 해둡니다.모든 육류는 요리하기 전 상온의 온도랑 같게 만들어야 합니다. 냉장고에서 바로 빼어서 요리하게 되면 속은 익지 않고 겉만 타게되니 주의해주세요! 전 만들기 3시간 전에는 내어 놓습니다.>소금 간을 한 돼지고기에 밀가루를 뿌려줍니다. 한 쪽면만 뿌리고 잘 섞어두면 본요리 까지의 준비는 완료입니다.그냥 밀가루를 스푼으로 뜨시지 마시고, 채로 떠서 탁탁 털어서 넣으시면 밀가루의 입자가 곱게 나와서 고르게 뭍힐 수 있어요. 사용할 만큼만 사용 할 수 있는 장점도 있죠.>*후라이팬에 기름을 두루지 않고 중불로 굽다가, 고기의 안까지 열이 전해졌다 싶으면 강불로 올려주세요.밀가루 옷을 입힌 삼겹살후라이팬>오로시부타 라는 나무 뚜껑인데요 많은 요리에 사용이 가능하니 꼭 구비해두셨으면 하는 바램이 있습니다. 기름이 후라이팬 밖으로 튀는 것을 방지해주며, 무엇 보다 열이 날아가지 않도록 하여 조리시간을 줄여주고, 재료를 고르게 익힐 수 있습니다. 나무로 만들어져서 재료랑 잘 안달라 붙는 성질이 있습니다.오로시부타중불오로시부타가 없으시다면 쿠킹호일에 젓가락으로 구멍을 뚤어 감싸주면 청소꺼리도 많이 줄어들고, 균일하게 재료를 익힐 수 있습니다.>고기를 뒤집어서 노르스름하게 익힌 다음에 준비해둔 갈아놓은 생강을 넣고 돼지기름에 조금 볶다가 청주와 미림을 넣습니다. 쌘불로 알콜의 향을 다 날린 후 설탕을 넣습니다. 몇번 섞어 준 뒤, 수분이 어느 정도 날아간 다음에 간장을 넣어 마무리 해주면 됩니다.기름이 걱정되시거나 너무 많다고 생각되시면 키친타올 두장 정도를 팬 코너에 말아 놓고 팬을 기울여 기름을 빼줍시다!>"
당면 계란 만두 전,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/15/c8a092e2017d1b5302233832711df6a21.jpg,아무나,15분 이내,,"대파,당근 잘게 다져주세요
(부추ok)>당면 끓는 물에 삶아주고>찬물에 헹궈 물기를 빼준다>물기 제거한 당면 볼에 담고 가위로 잘라준다>준비한 채소 투하~
계란 2개 탁~
후추 톡톡~
굴소스 티스푼 1~
넣어 주고>고루 섞어준다>달군 팬에 기름을 두르고 
적당한 크기로 동그랗게
펴 올려
(크기는 내 마음대로)>앞,뒤 노릇노릇하게 구워>접시에 담아내면 완성>"
감자양파간장조림 황금레시피 요거 별미네,https://recipe1.ezmember.co.kr/cache/recipe/2017/04/22/e97857beac86cc8b3047c21e9352da2a1.jpg,아무나,15분 이내,감자>양파>청양고추>간장>설탕>다진파>다진마늘>참기름>깨소금>후추>,"제일먼저 감자는 껍질을 벗겨 깍뚝 썬 후 찬물에 잠시 담궈줍니다.>그동안 양파와 고추도 먹기좋게 썰어서 준비해줍니다. 고추는 매콤하게 드시고 싶으시다면 청양고추를 아니면 풋고추를 넣어도 관계없어요.>그리고 양념장 제조! 간장 5스푼 / 설탕 2스푼 / 다진파 1.5스푼 다진마늘 1스푼 / 참기름 0.8스푼 / 깨소금 반스푼 / 후추>이제 본격적으로 만들기 시작할께요! 냄비에 식용유를 두르고 감자를 넣어 감자의 겉면이 투명한 느낌이 날 정도로 충분히 볶아주세요.>물 1컵과 양념장을 넣고 감자가 익을때까지 뚜껑을 닫고 중간불에서 익혀줍니다.>그리고 좀있다가 양파를 넣고 양념장을 끼얹어가며 중간불에서 양념이 거의 없어질때까지 조려줍니다.>어느정도 조려지면 썰어둔 고추를 넣어 조금더 조려주면 끝!!>














>>>"
"초코비스코티:노버터,노오일,노밀크,노휴지(休止)...노실패!",https://recipe1.ezmember.co.kr/cache/recipe/2016/09/25/13fd8df80f7a38a08cdbb98249306f2f1.jpg,아무나,30분 이내,달걀>설탕>밀가루>소금>베이킹파우더>무가당코코아가루>견과류>,"설탕과 계란을 넣어 잘 섞어주세요>가루류를 모두 넣어 날가루가 보이지 않게 섞어주세요>견과류를 넣어 섞어주세요>반죽은 냉장고에서 휴지시킬 필요없이
바로 오븐팬에 길게 펼쳐 담아주세요>180도 오븐에서 20분 구운 후 꺼내주세요:이 때 오븐은 끄지 마세요오븐>구어져 나온 덩어리를 빵칼로 얇게 썰어주세요>다시 오븐에 넣어 온도를 200도로 높인 후 앞뒤로 10분씩 구워주세요:
망으로 된 팬에 구우면 뒤집을 필요없이
15분 정도만 구워주면 됩니다>두번 구운 쿠키라는 뜻의
이탈리안 쿠키:비스코티에요
코코아가루를 넣어 초코비스코티라고
이름 붙였구요>"
고추된장무침! 초간단하면서 맛있게 만드는 방법,https://recipe1.ezmember.co.kr/cache/recipe/2021/03/17/b25784b1215402045567acb1d12b35461.jpg,초급,5분 이내,오이고추>된장>쌈장>고춧가루>올리고당>들기름>깨>,"된장4T, 쌈장2T, 고춧가루1T, 올리고당2T, 들기름1T, 깨1T를 섞어서 양념을 만들어주세요>작지않게 어슷썰기 한 오이고추10개를 양념에 넣고 무쳐주세요>이렇게 반찬통에 담으면 완성>먹을때마다 그릇에 내어 드시면 됩니다!>"
마요네즈로 이런 맛이?! 백종원 '간단 크림새우',https://recipe1.ezmember.co.kr/cache/recipe/2021/01/25/a2e5e4713241210076f1957f3299ad341.jpg,아무나,30분 이내,새우>튀김가루>물>마요네즈>설탕>식초>,찬물에 새우를 해동시켜주세요~>튀김가루와 물을 2:1 배율로 섞어 주세요!>잘 저어 뭉친것이 없도록 튀김물을 저어주세요튀김가루가 간간한것 같아서 저는 소금을 넣어주지않았답니다!>해동된 새우를 물기를 없에주고>튀김물에 새우를 담궈 옷을 잘입혀주세요~ㅎㅎ>기름에 튀김물을 살짝 넣어보고 3초 정도 후에 떠오르면 그때 새우를 넣어주세요서로 붙지 않도록 톡톡 쳐주세요~>키친타올에 튀긴 새우를 올려주고~>바삭하게 먹기 위해 저는 2차로 한 번 더 튀겨주었어요~>소스를 넣어 잘 섞어준 뒤>후라이팬에 소스를 올리고 잘 저어주세요.약불크림이 열을 받아 찐한 베이지색이 될 때까지 잘 녹여주세요!>소스가 찐한 베이지색이 되면 튀김을 넣어 파바박! 섞어주세요!>그릇에 담아 파슬리 톡톡! 뿌려준 뒤 맛있게 먹어줍니다ㅎㅎ>
